id_unidade,unidade,telefone,fax,email,cj,num_varas_instaladas,entrancia,dist_capital,tensao_eletrica,endereco_lougradouro,endereco_cep,endereco_municipio,endereco_uf,id_comarca,comarca_corrigido,id_cj
104,"Fórum ""Dr. Aderson Perdigão Nogueira""",(16) 3352-1803,(16) 99999-9999,ibitingaadm@tjsp.jus.br,Araraquara,3,Entrância Intermediária,300.40 Km,110V,"Rua Prudente de Moraes , 570 - Centro",14940-103,Ibitinga,SP,3519600.0,Ibitinga,13.0
105,Fórum Ibiúna I - (Principal),(15) 3416-2801,Não Informado,ibiunaadm@tjsp.jus.br,Sorocaba,2,Entrância Intermediária,61.00 Km,110V,"Praça Monsenhor Antonio Pepe , 2 - Centro",18150-000,Ibiúna,SP,3519709.0,Ibiúna,19.0
106,Fórum Iepê I,(18) 3264-9908,Não Informado,iepeadm@tjsp.jus.br,Presidente Prudente,1,Entrância Inicial,464.65 Km,220V,"Rua Minas Gerais , 343 - Centro",19640-000,Iepê,SP,3519907.0,Iepê,27.0
107,"Fórum ""David Pimentel""",(16) 3173-9801,Não Informado,igarapavaadm@tjsp.jus.br,Ituverava,1,Entrância Inicial,406.77 Km,110V,"Rua Capitão Antonio Augusto Maciel , 130 - centro",14540-000,Igarapava,SP,3520103.0,Igarapava,40.0
108,Fórum Iguape  (Destivado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Nove de Julho , 122 - CENTRO",11920-000,Iguape,SP,,,
109,Fórum Iguape I,(13) 3848-5407,Não Informado,Não Informado,Registro,2,Entrância Inicial,159.16 Km,110V,"Rua dos Estudantes , 106 - CENTRO",11920-000,Iguape,SP,3520301.0,Iguape,21.0
110,Fórum da Comarca de Ilha Solteira,(18) 2124-1123,Não Informado,ilhasolteiraadm@tjsp.jus.br,Andradina,3,Entrância Inicial,596.13 Km,110V,"Av. Brasil Norte , 1.680 - Zona Norte",15385-136,Ilha Solteira,SP,3520442.0,Ilha Solteira,37.0
111,Fórum Dr. Manoel Pedro Pimentel,(12) 2147-1259,Não Informado,jlvieira@tjsp.jus.br,Caraguatatuba,2,Entrância Inicial,132.64 Km,110V,"Rua Benedito dos Anjos Sampaio , 29 - Barra Velha",11630-091,Ilhabela,SP,3520400.0,Ilhabela,51.0
112,Fórum Indaiatuba I - (Principal),(19) 3309-2727,Não Informado,indaiatubaadm@tjsp.jus.br,Itu,7,Entrância Final,78.26 Km,220V,"Rua Ademar de Barros , 774 - Centro",13330-901,Indaiatuba,SP,3520509.0,Indaiatuba,20.0
113,Fórum Ipaussu I,(14) 3345-8605,Não Informado,ipaussuadm@tjsp.jus.br,Ourinhos,1,Entrância Inicial,310.17 Km,220V,"Praça Doutor Breno Noronha , 374 - centro",18950-024,Ipaussu,SP,3520905.0,Ipaussu,25.0
114,Fórum Ipuã,(16) 2162-1201,Não Informado,ipuaadm@tjsp.jus.br,Ituverava,1,Entrância Inicial,373.76 Km,110V,"Avenida Carlos Fernandes , 320 - Centro",14610-000,Ipuã,SP,3521309.0,Ipuã,40.0
115,Fórum I Itaberá,Não Informado,Não Informado,itaberaadm@tjsp.jus.br,Itapeva,1,Entrância Inicial,257.00 Km,110V,"Rua Coronel José Pedro de Lima , 266 - Centro",18440-000,Itaberá,SP,3521705.0,Itaberá,49.0
116,Fórum Itaí,(14) 3761-9901,Não Informado,Não Informado,Avaré,1,Entrância Inicial,250.78 Km,110V,"Praça da Colonização Japonesa , 220 - V. Florentino Dognani",18730-000,Itaí,SP,3521804.0,Itaí,24.0
117,FORO DA COMARCA DE ITAJOBI,(17) 3546-9701,Não Informado,itajobiadm@tjsp.jus.br,Catanduva,2,Entrância Inicial,351.03 Km,220V,"Rua Said Farhat , 100 - Centro",15840-000,Itajobi,SP,3521903.0,Itajobi,15.0
118,Fórum Itanhaém - Desembargador Nelson Pinheiro Franco,Não Informado,Não Informado,itanhaemadm@tjsp.jus.br,Itanhaém,4,Entrância Final,72.30 Km,220V,"Avenida Rui Barbosa , 867 - Centro",11740-000,Itanhaém,SP,3522109.0,Itanhaém,56.0
119,Fórum I Itapecerica da Serra,(11) 4635-5802,Não Informado,itapecericaadm@tjsp.jus.br,Itapecerica da Serra,4,Entrância Final,28.70 Km,110V,"Rua Major Matheus Rotger Domingues , 155 - Centro",06850-850,Itapecerica da Serra,SP,3522208.0,Itapecerica da Serra,52.0
120,Fórum Itapetininga I - (Desembargador Bernardes Júnior),(15) 3511-2920,Não Informado,itapetiningaadm@tjsp.jus.br,Itapetininga,6,Entrância Final,144.49 Km,220V,"Praça Três Poderes , s/n - Jd. Marabá",18213-540,Itapetininga,SP,3522307.0,Itapetininga,22.0
121,Fórum Itapeva I - Desembargador Euclides de Campos,Não Informado,Não Informado,itapevaadm@tjsp.jus.br,Itapeva,5,Entrância Final,232.99 Km,110V,"Avenida Dona Paulina de Morais , 444 - Vila Ophélia",18400-818,Itapeva,SP,3522406.0,Itapeva,49.0
122,Fórum Itapevi,(11) 4322-9341,Não Informado,itapeviadm@tjsp.jus.br,Itapecerica da Serra,4,Entrância Final,30.37 Km,110V,"Rua Vereador Dr. Cid Manoel de Oliveira , 405 - Jd. Santa Rita",06660-280,Itapevi,SP,3522505.0,Itapevi,52.0
123,Fórum I Itapira,(19) 2149-1626,Não Informado,itapiraadm@tjsp.jus.br,Mogi Mirim,3,Entrância Intermediária,125.10 Km,110V,"Praça Coronel Souza Ferreira , s/n - Centro",13970-906,Itapira,SP,3522604.0,Itapira,7.0
124,Fórum I da Comarca de Itápolis,Não Informado,Não Informado,itapolisadm@tjsp.jus.br,Araraquara,2,Entrância Inicial,311.54 Km,110V,"Avenida dos Amaros , 800 - Centro",14900-000,Itápolis,SP,3522703.0,Itápolis,13.0
125,Fórum Itaporanga- DESEMBARGADOR PLÍNIO DE CARVALHO PINTO,Não Informado,(15) 3565-9417,itaporangaadm@tjsp.jus.br,Itapeva,1,Entrância Inicial,291.27 Km,220V,"Avenida Santa Cruz , 59 - Centro",18480-000,Itaporanga,SP,3522802.0,Itaporanga,49.0
126,Fórum Itararé (Dr. Antônio José Luciano Vieira),(15) 3532-8515,Não Informado,itarareadm@tjsp.jus.br,Itapeva,3,Entrância Inicial,282.25 Km,220V,"Rua Frei Caneca , 982 - Vila Jurandir",18460-164,Itararé,SP,3523206.0,Itararé,49.0
127,Fórum Itariri,(13) 3418-7550,Não Informado,itaririadm@tjsp.jus.br,Itanhaém,1,Entrância Inicial,98.89 Km,110V,"Rua Engº José Claret de Toledo Goulart , 41 - Centro",11760-000,Itariri,SP,3523305.0,Itariri,56.0
128,Fórum Itatiba,Não Informado,Não Informado,itatibaadm@tjsp.jus.br,Jundiaí,2,Entrância Intermediária,63.73 Km,110V,"Avenida Barão de Itapema , 181 - Centro",13250-902,Itatiba,SP,3523404.0,Itatiba,5.0
129,Fórum de Itatinga,(14) 3848-9710,Não Informado,itatingaadm@tjsp.jus.br,Botucatu,1,Entrância Inicial,208.15 Km,110V,"Rua Major Prado , 405 - Centro",18690-000,Itatinga,SP,3523503.0,Itatinga,23.0
130,Desembargador Lafayette Salles Júnior,Não Informado,Não Informado,Não Informado,Rio Claro,1,Entrância Inicial,188.45 Km,110V,"Rua 1 , 180 - Centro",13530-000,Itirapina,SP,3523602.0,Itirapina,9.0
131,Forum Juiz Antonio de Souza Barros,(11) 2550-5371,Não Informado,ituadm@tjsp.jus.br,Itu,7,Entrância Final,74.66 Km,110V,"Rua Luiz Bolognesi , s/n - Brasil",13301-900,Itu,SP,3523909.0,Itu,20.0
132,Fórum Ituverava,(16) 2165-9001,Não Informado,ituveravaadm@tjsp.jus.br,Ituverava,4,Entrância Intermediária,375.83 Km,110V,"Avenida Anhanguera , 778 - Cidade Universitária",14500-000,Ituverava,SP,3524105.0,Ituverava,40.0
133,Fórum da Comarca de Jaboticabal “Dr. Joaquim Antônio de Oliveira Neves”,(16) 2141-9101,Não Informado,jaboticabaladm@tjsp.jus.br,Jaboticabal,4,Entrância Final,308.28 Km,110V,"Praça do Café , s/n - Jardim Bela Vista",14870-901,Jaboticabal,SP,3524303.0,Jaboticabal,42.0
134,Fórum Jacareí I - (Armando Salles de Oliveira),(12) 2127-8901,Não Informado,jacareiadm@tjsp.jus.br,São José dos Campos,7,Entrância Final,73.50 Km,110V,"Praça dos Três Poderes , s/n - Centro",12327-902,Jacareí,SP,3524402.0,Jacareí,46.0
135,Fórum Jacupiranga I,Não Informado,Não Informado,jacupirangaadm@tjsp.jus.br,Registro,2,Entrância Inicial,188.21 Km,220V,"Avenida Presidente Kennedy , 299 - Centro",11940-000,Jacupiranga,SP,3524600.0,Jacupiranga,21.0
136,Fórum I Jaguariúna (Prédio Principal),(19) 3311-1762,(19) 3311-1764,jaguariunaadm@tjsp.jus.br,Amparo,2,Entrância Intermediária,100.23 Km,110V,"Rua Santo Antônio de Posse , 259 - Jd. Dom Bosco (Loteamento Prefeitura)",13911-016,Jaguariúna,SP,3524709.0,Jaguariúna,54.0
137,"FÓRUM ""DR. JOVIANO PACHECO AGUIRRE"" - JALES",(17) 2145-9126,Não Informado,jalesadm@tjsp.jus.br,Jales,5,Entrância Final,543.64 Km,110V,"Rua Nove , 2.231 - Centro",15700-018,Jales,SP,3524808.0,Jales,55.0
138,Fórum de Jandira Des. CID NORBERTO VIEIRA DE SOUZA,(11) 2838-7514,Não Informado,jandiraadm@tjsp.jus.br,Osasco,5,Entrância Intermediária,27.31 Km,110V,"Avenida Antonio Bardella , 401 - JD. SÃO LUIZ",06618-000,Jandira,SP,3525003.0,Jandira,4.0
139,Fórum Jardinópolis I,(16) 2166-9001,Não Informado,jardinopolisadm@tjsp.jus.br,Ribeirão Preto,5,Entrância Inicial,304.30 Km,110V,"Praça Doutor Mário Lins , s/n - centro",14680-000,Jardinópolis,SP,3525102.0,Jardinópolis,41.0
140,"Fórum ""Desembargador Antonio Joaquim de Oliveira""",(11) 2838-7903,(11) 2838-7908,jarinuadm@tjsp.jus.br,Bragança Paulista,1,Entrância Inicial,50.58 Km,110V,"Avenida Dr. Antenor Soares Gandra , 465 - Jardim da Saúde",13240-000,Jarinu,SP,3525201.0,Jarinu,6.0
141,Fórum Jaú I - Antonio Hermógenes Altenfelder Silva,(14) 3411-1661,Não Informado,jauadm@tjsp.jus.br,Jaú,6,Entrância Intermediária,241.08 Km,110V,"Avenida Rodolpho Magnani , s/n - Centro",17210-100,Jaú,SP,3525300.0,Jaú,33.0
142,Fórum José Bonifácio [Desativado],(17) 3245-1390,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. Antonio Gonçalves da Silva , 1276 - centro",15200-000,José Bonifácio,SP,,,
143,Fórum Jundiaí I - (Principal),(11) 2136-6210,Não Informado,jundiaiadm@tjsp.jus.br,Jundiaí,14,Entrância Final,47.55 Km,220V,"Largo São Bento , s/nº - Centro",13201-035,Jundiaí,SP,3525904.0,Jundiaí,5.0
144,Fórum Junqueirópolis,(18) 3841-8640,Não Informado,junqueiropolisadm@tjsp.jus.br,Dracena,1,Entrância Inicial,542.09 Km,110V,"Rua Porto Alegre , 1230 - Centro",17890-000,Junqueirópolis,SP,3526001.0,Junqueirópolis,29.0
145,Fórum Juquiá,(13) 3844-6808,Não Informado,juquiaadm@tjsp.jus.br,Registro,1,Entrância Inicial,133.02 Km,110V,"Rua Major Martins Coelho , 439 - Centro",11800-000,Juquiá,SP,3526100.0,Juquiá,21.0
146,Fórum Deputado José Costa,(15) 3283-1411,(15) 3283-1411,laranjaladm@tjsp.jus.br,Piracicaba,1,Entrância Inicial,134.57 Km,110V,"Avenida Prefeito Hermelindo Pillon , s/n - Jardim Elite",18500-000,Laranjal Paulista,SP,3526407.0,Laranjal Paulista,34.0
147,Fórum Dr Oscar Ulson,(19) 2133-9015,Não Informado,lemeadm@tjsp.jus.br,Pirassununga,4,Entrância Intermediária,170.00 Km,220V,"Rua Bernardino de Campos , 770 - Centro",13610-901,Leme,SP,3526704.0,Leme,11.0
148,Fórum Lençóis Paulista I - (Octávio Pinheiro Brizola),(14) 3721-2068,Não Informado,lencoisadm@tjsp.jus.br,Bauru,0,Entrância Intermediária,245.22 Km,220V,"Avenida Padre Salústio Rodrigues Machado , 599 - Jardim Ubirama",18683-471,Lençóis Paulista,SP,3526803.0,Lençóis Paulista,32.0
149,FORUM DA COMARCA DE LIMEIRA I (CÍVEL),Não Informado,(19) 2113-3051,limeiraadm@tjsp.jus.br,Limeira,2,Entrância Final,134.49 Km,110V,"VIA ANTONIO CRUÃNES FILHO , 300 - JD STA CECILIA",13480-672,Limeira,SP,3526902.0,Limeira,10.0
150,Fórum Lins I,(14) 3511-1540,Não Informado,linsadm@tjsp.jus.br,Lins,5,Entrância Final,380.62 Km,220V,"Rua Gil Pimentel Moura , 51 - Jd. Americano",16400-920,Lins,SP,3527108.0,Lins,35.0
151,Fórum Lorena,(12) 2124-1901,Não Informado,lorenaadm@tjsp.jus.br,Guaratinguetá,4,Entrância Intermediária,179.22 Km,110V,"Rua Doutor Epitácio Santiago , 99 - Centro",12600-530,Lorena,SP,3527207.0,Lorena,48.0
152,Fórum Lucélia,(18) 3551-9420,Não Informado,luceliaadm@tjsp.jus.br,Tupã,2,Entrância Inicial,493.56 Km,110V,"Praça José Firpo , s/nº - Centro",17780-000,Lucélia,SP,3527405.0,Lucélia,30.0
153,Fórum Desembargador José Gonçalves Sobrinho,(14) 3298-9613,Não Informado,macatubaadm@tjsp.jus.br,Jaú,1,Entrância Inicial,242.10 Km,110V,"Rua Sergipe , 1-36 - Jd. Panorama",17290-326,Macatuba,SP,3528007.0,Macatuba,33.0
154,Fórum Macaubal I,(17) 3874-1908,(17) 3874-1908,vsanches@tjsp.jus.br,São José do Rio Preto,1,Entrância Inicial,458.62 Km,220V,"Rua Sebastião Dib , 668 - Centro",15270-000,Macaubal,SP,3528106.0,Macaubal,16.0
155,Fórum Mairinque,(11) 2118-6020,Não Informado,mairinqueadm@tjsp.jus.br,Sorocaba,2,Entrância Intermediária,55.76 Km,110V,"Avenida Doutor Gaspar Ricardo Jr. , 185 - Centro",18120-000,Mairinque,SP,3528403.0,Mairinque,19.0
156,Fórum Mairiporã,(11) 2928-6951,Não Informado,mairiporaadm@tjsp.jus.br,Guarulhos,2,Entrância Inicial,25.95 Km,220V,"Rua Doutor José Adriano Marrey Jr. , 780 - Jardim Galrão",07600-225,Mairiporã,SP,3528502.0,Mairiporã,44.0
157,Fórum Desembargador Joaquim Bandeira de Mello,(18) 3371-8601,(18) 3371-8603,maracaiadm@tjsp.jus.br,Assis,1,Entrância Inicial,425.27 Km,220V,"Avenida São Paulo , 440 - Centro",19840-011,Maracaí,SP,3528809.0,Maracaí,26.0
158,Fórum Marília I,(14) 3311-1143,Não Informado,mariliaadm@tjsp.jus.br,Marília,14,Entrância Final,370.08 Km,220V,"Rua Lourival Freire , 120 - Fragata",17519-902,Marília,SP,3529005.0,Marília,31.0
159,Fórum Martinópolis,(18) 3275-1394,(18) 3275-1394,martinopolisadm@tjsp.jus.br,Presidente Prudente,2,Entrância Inicial,490.10 Km,220V,"Rua José Henrique de Mello , 158 - Centro",19500-000,Martinópolis,SP,3529203.0,Martinópolis,27.0
160,Matão (Desativado),(16) 3382-1113,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Avenida 7 de Setembro , 856 - Centro",15990-160,Matão,SP,,,
161,Fórum Mauá I - (Principal),Não Informado,Não Informado,mauaadm@tjsp.jus.br,Santo André,10,Entrância Final,22.27 Km,220V,"Avenida João Ramalho , 111 - Centro",09371-901,Mauá,SP,3529401.0,Mauá,3.0
162,Fórm de Miguelópolis,(16) 3835-2249,(16) 3835-2122,miguelopolisadm@tjsp.jus.br,Ituverava,1,Entrância Inicial,401.33 Km,220V,"Rua Pedro Cristino da Silva , 1005 - Centro",14530-000,Miguelópolis,SP,3529708.0,Miguelópolis,40.0
163,Fórum Isidoro de Jesus Leite,(13) 3847-6909,Não Informado,miracatuadm@tjsp.jus.br,Registro,2,Entrância Inicial,116.86 Km,110V,"Avenida Dona Evarista de Castro Ferreira , 50 - Centro",11850-000,Miracatu,SP,3529906.0,Miracatu,21.0
164,Fórum Mirandópolis,(18) 2175-5952,Não Informado,mirandopolisadm@tjsp.jus.br,Andradina,3,Entrância Inicial,531.92 Km,220V,"Rua Adelino Minari , 726 - Centro",16800-000,Mirandópolis,SP,3530102.0,Mirandópolis,37.0
165,Fórum I Mirante do Paranapanema,(18) 3991-9201,(18) 3991-9201,miranteadm@tjsp.jus.br,Presidente Venceslau,3,Entrância Inicial,557.44 Km,220V,"Rua Maria Lucia Rodrigues de Almeida , 455 - Centro",19260-000,Mirante do Paranapanema,SP,3530201.0,Mirante do Paranapanema,28.0
166,Fórum de Mirassol I,Não Informado,Não Informado,mirassoladm@tjsp.jus.br,São José do Rio Preto,4,Entrância Intermediária,424.59 Km,110V,"Rua Floriano Peixoto , 17-50 - Centro",15130-007,Mirassol,SP,3530300.0,Mirassol,16.0
167,Fórum Mococa - João Gomes Barrreto Filho,(19) 2172-9005,Não Informado,mococaadm@tjsp.jus.br,Casa Branca,3,Entrância Intermediária,234.36 Km,110V,"Avenida Doutor Gabriel do Ó , 1203 - Cohab I",13732-620,Mococa,SP,3530508.0,Mococa,43.0
168,Fórum de Mogi das Cruzes (Brás Cubas) - desativado,(11) 4727-6104,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Francisco Afonso de Melo , 550 - Brás Cubas",08740-310,Mogi das Cruzes,SP,,,
169,"Fórum I Leôncio Arouche de Toledo (Cível, V. Infância e Juventude, JEC e JECRIM)",(11) 2823-8206,Não Informado,mogicruzesadm@tjsp.jus.br,Mogi das Cruzes,0,Entrância Final,45.75 Km,220V,"Avenida Cândido Xavier de Almeida Souza , 159 - Vila Partênio",08780-912,Mogi das Cruzes,SP,3530607.0,Mogi das Cruzes,45.0
170,Fórum Mogi Guaçu I,(19) 3019-2754,Não Informado,mojiguacuadm@tjsp.jus.br,Mogi Mirim,4,Entrância Final,134.46 Km,110V,"Rua José Colombo , 45 - Morro do Ouro",13840-065,Mogi Guaçu,SP,3530706.0,Mogi Guaçu,7.0
171,Fórum Mogi Mirim I (Principal),(19) 3022-7981,(19) 3022-7971,mojimirimadm@tjsp.jus.br,Mogi Mirim,6,Entrância Final,128.39 Km,110V,"Rua Coronel Venâncio Ferreira Alves Adorno , 60 - Saúde",13800-221,Mogi Mirim,SP,3530805.0,Mogi Mirim,7.0
172,"Fórum ""Juiz Eleutério Dutra Filho"" - Mongaguá",(13) 3346-5206,(13) 3346-5226,mongaguaadm@tjsp.jus.br,Itanhaém,2,Entrância Inicial,59.94 Km,110V,"Avenida São Paulo , 300 - Vila São Paulo",11730-000,Mongaguá,SP,3531100.0,Mongaguá,56.0
173,Fórum Monte Alto I,(16) 2145-5404,Não Informado,montealtoadm@tjsp.jus.br,Jaboticabal,2,Entrância Inicial,318.14 Km,110V,"Rua Dr. Raul da Rocha Medeiros , 1251 - Centro",15910-000,Monte Alto,SP,3531308.0,Monte Alto,42.0
174,Fórum Monte Aprazível,Não Informado,Não Informado,monteapraziveladm@tjsp.jus.br,São José do Rio Preto,2,Entrância Inicial,442.31 Km,220V,"Rua Monteiro Lobato , 269 - Centro",15150-000,Monte Aprazível,SP,3531407.0,Monte Aprazível,16.0
175,Fórum Desembargador Otávio Stucchi - Monte Azul Paulista -,(17) 3361-7622,Não Informado,monteazuladm@tjsp.jus.br,Barretos,1,Entrância Inicial,358.90 Km,110V,"Rua Floriano Peixoto , 515 - Centro",14730-000,Monte Azul Paulista,SP,3531506.0,Monte Azul Paulista,14.0
176,Fórum Desembargador Antonio Garrigós Vinhaes,(19) 2141-2609,Não Informado,montemoradm@tjsp.jus.br,Piracicaba,2,Entrância Intermediária,96.39 Km,110V,"Rua João Carlos Gomes Carneiro , 12 - Jd. Guanabara",13190-664,Monte Mor,SP,3531803.0,Monte Mor,34.0
177,Fórum Mário Masagão,(16) 3851-1855,(16) 3851-1880,morroagudoadm@tjsp.jus.br,Batatais,1,Entrância Inicial,345.76 Km,110V,"Rua Basilio Otavio , 313 - Cj. Hab. José Benedetti",14640-000,Morro Agudo,SP,3531902.0,Morro Agudo,39.0
178,Fórum de Neves Paulista,Não Informado,Não Informado,nevespaulistaadm@tjsp.jus.br,São José do Rio Preto,2,Entrância Inicial,430.39 Km,110V,"Rua Rui Barbosa , 100 - Centro",15120-061,Neves Paulista,SP,3532504.0,Neves Paulista,16.0
179,Fórum Nhandeara,(17) 3467-9703,Não Informado,nhandearaadm@tjsp.jus.br,Votuporanga,2,Entrância Inicial,472.71 Km,110V,"Rua Raul Cardoso de Souza, 197 , 197 - centro",15190-000,Nhandeara,SP,3532603.0,Nhandeara,17.0
180,Fórum Nova Granada I - Principal,(17) 2186-5958,(17) 2186-5963,Não Informado,São José do Rio Preto,1,Entrância Inicial,434.12 Km,110V,"Avenida Doutor Hildeberto Albuquerque Ferreira , 1001 - Centro",15440-000,Nova Granada,SP,3533007.0,Nova Granada,16.0
181,"FORUM ""DR WALDOMIRO DELFINO DE AMORIM LIMA""",(19) 3399-4103,Não Informado,novaodessaadm@tjsp.jus.br,Americana,2,Entrância Inicial,109.01 Km,110V,"AV JOÃO PESSOA , 1270/1300 - BOSQUE DOS CEDROS",13380-094,Nova Odessa,SP,3533403.0,Nova Odessa,53.0
182,Fórum I Novo Horizonte,(17) 3543-9508,Não Informado,novohorizonteadm@tjsp.jus.br,Catanduva,2,Entrância Inicial,352.11 Km,220V,"Rua São Sebastião , 779 - Centro",14960-040,Novo Horizonte,SP,3533502.0,Novo Horizonte,15.0
183,Fórum Nuporanga - (Des. Antonio Rodrigues Porto),(16) 3847-1104,(16) 3847-1104,nuporangaadm@tjsp.jus.br,Batatais,1,Entrância Inicial,333.64 Km,110V,"Avenida Padre Geraldo Trossel , 369 - centro",14670-000,Nuporanga,SP,3533601.0,Nuporanga,39.0
184,Fórum Olímpia I - (Principal),(17) 2190-5051,Não Informado,olimpiaadm@tjsp.jus.br,Barretos,3,Entrância Intermediária,390.85 Km,110V,"Rua Engenheiro Reid , 377 - Patrimônio de São João Batista",15400-091,Olímpia,SP,3533908.0,Olímpia,14.0
185,"Fórum "" Antonio de Quadros""",(16) 2174-6222,Não Informado,orlandiaadm@tjsp.jus.br,Batatais,2,Entrância Inicial,339.81 Km,220V,"Praça Coronel Francisco Orlando , s/n - Centro",14620-000,Orlândia,SP,3534302.0,Orlândia,39.0
186,Fórum Osasco ( Principal),Não Informado,Não Informado,osascoadm@tjsp.jus.br,Osasco,14,Entrância Final,15.99 Km,110V,"Avenida das Flores , 703 - Jardim das Flores",06110-100,Osasco,SP,3534401.0,Osasco,4.0
187,"Fórum ""Desembargador Márcio Munhoz""",(18) 3529-8451,Não Informado,osvaldocruzadm@tjsp.jus.br,Tupã,2,Entrância Inicial,477.87 Km,110V,"Avenida Estados Unidos , 480 - Jardim das Bandeiras",17700-000,Osvaldo Cruz,SP,3534609.0,Osvaldo Cruz,30.0
188,Fórum I Ourinhos,(14) 3512-3005,Não Informado,ourinhosadm@tjsp.jus.br,Ourinhos,5,Entrância Final,336.45 Km,110V,"Rua dos Expedicionários , 1895 - Jardim Matilde",19902-610,Ourinhos,SP,3534708.0,Ourinhos,25.0
189,Fórum Pacaembu,(18) 3862-9910,Não Informado,pacaembuadm@tjsp.jus.br,Dracena,0,Entrância Inicial,523.70 Km,110V,"Av. São João , 1361 - Guaraniúva",17860-000,Pacaembu,SP,3534906.0,Pacaembu,29.0
190,"""Fórum: José Eduardo Coelho de Paula""",(17) 3293-1341,(17) 3293-1341,palestinaadm@tjsp.jus.br,São José do Rio Preto,1,Entrância Inicial,454.36 Km,110V,"Rua Capitão Faria , 1048 - Centro",15470-000,Palestina,SP,3535002.0,Palestina,16.0
191,Fórum da Comarca de Palmeira d’Oeste,(17) 3651-1317,Não Informado,palmeiradoesteadm@tjsp.jus.br,Jales,1,Entrância Inicial,549.71 Km,220V,"Rua XV de Novembro , 48-71 - centro",15720-000,Palmeira d'Oeste,SP,3535200.0,Palmeira d'Oeste,55.0
192,Fórum Dr. Ethayba Gilson Parahiba,(18) 2141-5151,Não Informado,palmitaladm@tjsp.jus.br,Assis,2,Entrância Inicial,375.75 Km,220V,"Avenida Reginalda Leão , 1500 - Centro",19970-050,Palmital,SP,3535309.0,Palmital,26.0
193,Fórum I Panorama,(18) 3871-8651,(18) 3871-8663,panoramaadm@tjsp.jus.br,Dracena,2,Entrância Inicial,589.49 Km,220V,"Rua Manoel Fernandes da Cunha , 1308 - Centro",17980-000,Panorama,SP,3535408.0,Panorama,29.0
194,Fórum Paraguaçu Paulista,(18) 3362-8331,(18) 3362-8332,paraguacuadm@tjsp.jus.br,Assis,0,Entrância Inicial,422.58 Km,220V,"Avenida Siqueira Campos , 1429 - Vila Affini",19703-001,Paraguaçu Paulista,SP,3535507.0,Paraguaçu Paulista,26.0
195,Fórum Paraibuna - (Dr Getúlio Evaristo dos Santos),(12) 2138-2461,Não Informado,paraibunaadm@tjsp.jus.br,São José dos Campos,1,Entrância Inicial,100.96 Km,110V,"Rua  Major João Elias Calazans , 565 - Centro",12260-000,Paraibuna,SP,3535606.0,Paraibuna,46.0
196,Fórum da Comarca de Paranapanema,(14) 3713-9602,Não Informado,paranapanemaadm@tjsp.jus.br,Avaré,1,Entrância Inicial,213.59 Km,110V,"Rua Doutor Fortunato Martins de Camargo , 610 - centro",18720-057,Paranapanema,SP,3535804.0,Paranapanema,24.0
